Position	Class	Ctcf	Dnase	H3k27ac	H3k27me3	H3k36me3	H3k4me1	H3k4me1_H3K4me3	H3k4me3	H3k4me3_H3k27me3	H3k79me2	H3k9ac	H3k9me3	H4k20me1	P300	Pol2	tss_Dist	CpGIsland	GC_content
chr8_61850776_61851191	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19236	0	0.4409
chr8_80216218_80216356	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6266	0	0.5289
chr8_124248679_124249062	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2564	0	0.4647
chr8_125367728_125368050	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16883	0	0.3913
chr8_130279904_130280064	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26407	0	0.4812
chr8_130284402_130285105	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30905	0	0.3741
chr9_4544914_4545090	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14714	0	0.4829
chr9_4656742_4656927	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5370	0	0.3297
chr9_71728196_71728449	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7759	0	0.2529
chr9_123478444_123478636	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1695	0	0.4531
chrX_35643916_35644051	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172407	1	0.6370
chrX_43888590_43889088	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55839	0	0.4497
chrX_68004355_68004677	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44162	0	0.4254
chrX_85339971_85340972	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37404	0	0.4825
chr10_102675627_102675757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2874	0	0.2615
chr10_102732593_102732723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.6230
chr10_103047761_103047891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22883	0	0.5769
chr10_116064087_116064209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	683	0	0.4754
chr10_11793209_11793339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3760	0	0.5230
chr10_120077845_120077975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6846	0	0.2692
chr10_120441546_120441676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4617	0	0.3230
chr10_120480069_120480199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5698	0	0.3692
chr10_125729972_125730102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30188	0	0.6153
chr10_129240335_129240465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107147	0	0.5692
chr10_16787996_16788126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2250	0	0.2923
chr10_22923435_22923565	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	24788	0	0.3153
chr10_24503674_24503800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5572	0	0.5158
chr10_25840565_25840695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42446	0	0.4538
chr10_300451_300581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10040	0	0.2923
chr10_38382820_38382950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	0	0.6
chr10_44787800_44787929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1228	0	0.5736
chr10_45359073_45359198	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47449	0	0.328
chr10_5005259_5005389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0.3230
chr10_65290318_65290448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9195	0	0.3461
chr10_70089154_70089283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1647	0	0.3720
chr10_75407903_75408025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2762	0	0.6229
chr10_76004987_76005117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68466	0	0.2307
chr10_76318826_76318955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28514	0	0.6201
chr10_76682182_76682312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53966	0	0.3692
chr10_80117035_80117165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4681	0	0.4538
chr10_89418600_89418722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	647	0	0.5573
chr10_96341800_96341930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4604	0	0.3153
chr10_98981818_98981948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34324	0	0.3846
chr1_110230871_110231001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	391	0	0.6615
chr1_1109000_1109122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0.6885
chr11_120111278_120111400	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0	0.5983
chr11_126980600_126980725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8495	0	0.512
chr11_134135645_134135775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6513	0	0.2384
chr1_113798309_113798439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134931	0	0.3923
chr1_116914800_116914923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	0	0.5447
chr11_17895041_17895171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	654	0	0.3
chr1_119542200_119542321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1694	0	0.6280
chr11_19579044_19579174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37600	0	0.5076
chr1_12215035_12215165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11894	0	0.5230
chr1_12656278_12656399	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.6528
chr11_30363239_30363369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10048	0	0.2923
chr11_36139237_36139367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7762	0	0.5
chr11_43708535_43708665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6204	0	0.2692
chr11_43827104_43827234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24378	0	0.4
chr11_44199361_44199491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28923	0	0.3384
chr1_144821975_144822105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	456	0	0.4615
chr1_144822935_144823065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	373	0	0.4615
chr11_44846335_44846465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34688	0	0.5153
chr1_148531439_148531569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24409	0	0.5384
chr1_148536643_148536765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19213	0	0.4754
chr11_49078386_49078516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2148	0	0.3538
chr1_150380205_150380335	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	43018	0	0.2615
chr1_150448038_150448168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11718	0	0.2923
chr1_151118112_151118242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6174	1	0.6923
chr1_151782400_151782527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3769	0	0.4488
chr1_153584859_153584989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	570	0	0.6
chr11_57244666_57244796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0.6615
chr11_58694800_58694923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0.4878
chr1_161352473_161352600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7921	0	0.5118
chr1_161620869_161620999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11937	0	0.4307
chr11_64513664_64513794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	735	1	0.7153
chr11_67219035_67219165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	711	0	0.6384
chr11_68781476_68781606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	598	0	0.6384
chr1_169555400_169555525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0.496
chr1_17042278_17042408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18548	0	0.6384
chr11_71614811_71614941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24508	0	0.4538
chr11_72080701_72080831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15141	0	0.4076
chr11_73642224_73642354	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2646	0	0.4846
chr11_75738292_75738422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43812	0	0.3384
chr11_8040270_8040400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	0	0.5615
chr1_181053371_181053501	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4136	0	0.4692
chr11_83003942_83004063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6491	0	0.4876
chr1_184467028_184467158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41968	0	0.4615
chr1_184812550_184812680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24495	0	0.3923
chr1_185702800_185702922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	760	0	0.3852
chr11_88241859_88241980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2935	1	0.7438
chr11_93920561_93920691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50624	0	0.4230
chr11_94689926_94690056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13606	0	0.2461
chr11_94868154_94868284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15418	0	0.3692
chr11_95431935_95432065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	685	0	0.3615
chr11_95724908_95725038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66428	0	0.3076
chr11_95861938_95862068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203458	0	0.3538
chr11_95928439_95928568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147776	0	0.4418
chr1_197491313_197491443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74713	0	0.3615
chr1_197897727_197897857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11198	0	0.4
chr11_9801858_9801988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4580	0	0.4769
chr1_206637269_206637399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6391	0	0.5307
chr12_100452055_100452185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6402	0	0.3230
chr1_21124501_21124631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10684	0	0.3538
chr12_118622918_118623048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5279	0	0.2384
chr12_11975133_11975263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172188	0	0.5076
chr12_122667456_122667586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5384
chr12_124247132_124247262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	1	0.7769
chr1_21262590_21262720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5171	0	0.4230
chr1_21288288_21288418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11111	0	0.2692
chr1_218502874_218503004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16016	0	0.3230
chr12_18516435_18516565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7549	0	0.4846
chr1_220700414_220700544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1023	0	0.4
chr1_221069554_221069676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14970	0	0.6147
chr12_23388047_23388177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16256	0	0.3846
chr1_224228877_224229004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12505	0	0.5433
chr1_224363205_224363335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0.4769
chr12_24397278_24397400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21057	0	0.5327
chr1_228191897_228192025	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2726	0	0.5937
chr1_228401959_228402087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	593	1	0.7109
chr1_229286600_229286723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55947	0	0.5284
chr1_233723882_233724012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25737	0	0.4923
chr1_238108446_238108576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3538
chr12_40379176_40379306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113492	0	0.2615
chr12_47358074_47358200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115185	0	0.4285
chr12_49833603_49833733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20928	0	0.3769
chr12_50576061_50576191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0.4923
chr12_52524635_52524765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26553	0	0.5923
chr12_53628444_53628574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1679	0	0.5615
chr12_55413870_55414000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0.5230
chr12_5590000_5590128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13169	0	0.4375
chr12_62660972_62661102	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	6783	0	0.3846
chr12_69999132_69999262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5638	0	0.4230
chr12_7343835_7343965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0.5846
chr12_91770676_91770806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14703	0	0.4769
chr12_93828281_93828411	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6621	0	0.2846
chr12_94033024_94033154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37996	0	0.4769
chr12_962406_962536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1547	0	0.3
chr13_107185175_107185305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2157	0	0.4384
chr13_113554670_113554800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1706	0	0.5461
chr13_20293756_20293886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25209	0	0.3307
chr13_27689831_27689961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47030	0	0.3615
chr13_28772889_28773019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40750	0	0.3
chr13_30458289_30458411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4131	0	0.5409
chr13_30689478_30689600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6465	0	0.5081
chr13_31506883_31507007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0.5887
chr13_38370101_38370226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12630	0	0.424
chr13_43149287_43149413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	927	0	0.5555
chr13_49027366_49027496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8402	0	0.3461
chr13_51981592_51981722	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	13788	0	0.3
chr13_52769552_52769675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35555	1	0.7235
chr13_55449277_55449400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	742275	0	0.4308
chr1_36020000_36020123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	465	0	0.4959
chr13_91627267_91627397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48415	0	0.4307
chr1_39284794_39284917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28829	0	0.4634
chr13_98797259_98797389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1525	0	0.4076
chr13_98985235_98985365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0.4076
chr13_99197421_99197543	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	23168	0	0.4180
chr13_99867819_99867949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14649	0	0.5769
chr13_99955120_99955250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4409	0	0.3769
chr14_100626205_100626330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	1	0.768
chr14_104560868_104560998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8820	0	0.6538
chr14_23584535_23584665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4160	0	0.5384
chr1_42791406_42791536	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9100	0	0.3538
chr14_35222007_35222137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9005	0	0.2923
chr14_45707179_45707309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4280	0	0.3846
chr1_44887535_44887665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2046	0	0.4076
chr14_53136503_53136633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2320	0	0.3153
chr14_59737524_59737654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7351	0	0.3461
chr14_69596435_69596565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11523	0	0.6230
chr14_92470071_92470201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36160	0	0.3846
chr14_93441444_93441574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23710	0	0.6384
chr14_93482225_93482355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16940	0	0.4923
chr14_95240290_95240420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3727	1	0.5461
chr14_95567543_95567673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4745	0	0.5076
chr14_97880478_97880600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44552	0	0.5081
chr15_100248271_100248401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1471	0	0.4384
chr15_100889592_100889722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5769
chr1_52817617_52817742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1416	0	0.488
chr15_29432459_29432583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56308	0	0.6048
chr15_29668916_29669046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0.5692
chr15_29863848_29863973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920	0	0.376
chr15_34627855_34627980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1065	0	0.456
chr15_38600004_38600134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54622	0	0.2769
chr15_49635836_49635966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9336	0	0.3692
chr15_51805412_51805542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41978	0	0.3230
chr15_52964829_52964959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5459	0	0.3307
chr15_57252391_57252521	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	40676	0	0.2692
chr15_58539527_58539657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1062	0	0.6230
chr15_65619735_65619865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7114	0	0.3615
chr15_67896046_67896176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17820	0	0.3076
chr15_68130990_68131120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0.4384
chr1_57031472_57031600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13641	0	0.375
chr15_74215354_74215484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2845	0	0.6461
chr15_77330136_77330266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2101	0	0.6769
chr15_79502475_79502600	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72545	0	0.376
chr15_80787231_80787361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24647	0	0.5230
chr15_81426959_81427089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	371	0	0.5692
chr1_59042400_59042526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	640	1	0.6984
chr15_92887437_92887567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13169	0	0.5153
chr15_93198327_93198448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	1	0.6115
chr15_95664180_95664310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11778	0	0.3923
chr15_97491678_97491800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164961	0	0.2950
chr16_15235123_15235253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9664	0	0.6538
chr16_3514535_3514665	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6405	0	0.4538
chr16_4162735_4162865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3321	0	0.3384
chr16_48591332_48591462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2109	0	0.3153
chr16_49591477_49591600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83163	0	0.6016
chr16_51182255_51182385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	764	0	0.3230
chr16_51189950_51190078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4671	1	0.75
chr16_54083200_54083329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5166	0	0.4961
chr16_54084979_54085109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3386	0	0.4230
chr1_65448900_65449028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8059	0	0.4765
chr16_55357323_55357453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0.6307
chr1_65607876_65608006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5225	0	0.3846
chr16_70346416_70346546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13179	0	0.4076
chr16_71065663_71065793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31142	0	0.4461
chr16_73070168_73070292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11982	0	0.4758
chr16_74404805_74404935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3445	0	0.3692
chr16_87520937_87521067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4398	0	0.6307
chr16_90274800_90274930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6250	0	0.4230
chr17_11957695_11957825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15148	0	0.2461
chr17_17181835_17181965	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2049	0	0.3153
chr17_17758641_17758771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4023	0	0.4769
chr17_19844514_19844642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11463	0	0.4218
chr17_20898983_20899113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3946	0	0.6076
chr17_26120396_26120526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6999	1	0.5538
chr17_27696675_27696805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17588	0	0.4076
chr17_2771235_2771365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71459	0	0.5384
chr17_27876927_27877057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10507	0	0.3692
chr17_27924435_27924565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1835	0	0.5538
chr17_32366735_32366865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42378	0	0.4769
chr17_36204663_36204793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41903	0	0.4153
chr17_43677877_43678000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21266	0	0.6666
chr17_44892735_44892865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3261	0	0.5769
chr17_46035326_46035452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0.6190
chr17_46719549_46719677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2901	1	0.625
chr17_55502200_55502327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15723	0	0.5196
chr17_55628985_55629115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28026	0	0.5153
chr17_60568660_60568790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10178	0	0.2769
chr17_60729456_60729582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24410	0	0.4206
chr17_62575430_62575560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16146	0	0.2076
chr17_64724704_64724834	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	52214	0	0.4461
chr17_70027040_70027164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0.4516
chr17_70739435_70739565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17681	0	0.5538
chr17_71706200_71706321	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27671	0	0.4793
chr17_72448535_72448665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7192	0	0.5615
chr17_7311875_7312000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	373	1	0.696
chr17_77721435_77721565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16754	1	0.7769
chr18_11790235_11790365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21118	0	0.5461
chr18_12421435_12421565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0.3307
chr1_81779312_81779442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7428	0	0.3769
chr18_18684003_18684133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7679	0	0.3230
chr1_82315800_82315925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49718	0	0.36
chr18_24112600_24112727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14236	0	0.5354
chr18_25292002_25292132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116873	0	0.4076
chr1_82951235_82951365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224417	0	0.4615
chr18_2981235_2981365	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1442	0	0.3923
